X;Y;Z
392;-271;-158
130;-174;644
-190;285;73
-4;6;-314
246;-190;321
-200;-140;-320
230;187;-188
-559;61;440
242;-120;-81
-8;68;-186
-3;26;-6
-23;-8;-12
-8;-24;-4
5;-14;-2
-4;3;-5
-2;0;1
2;12;-2
-4;24;9
-20;7;17
3;-6;-3
0;-19;-52
7;-10;17
3;146;-39
100;-142;38
-51;-12;-17
-93;-2;17
358;-88;39
-245;70;-237
-641;70;-204
571;128;-21
-452;49;-14
574;-456;391
-93;291;-141
-124;263;538
324;-621;-305
-507;159;195
429;35;-294
4;318;-535
-99;-212;595
-36;5;14
-22;6;-4
-5;-15;-3
-3;19;3
-7;9;0
-2;-17;-2
2;2;-5
19;-32;-5
-2;9;-2
-6;2;2
-18;4;-9
37;-26;37
-177;75;-6
118;-38;-31
61;-26;-47
121;15;30
-109;-10;10
-56;9;-5
65;-4;14
298;46;23
-674;-163;-27
710;-118;36
-703;392;18
196;-252;-487
812;-138;427
-945;-5;-25
121;282;-189
134;-62;60
93;256;391
-141;-246;-102
466;-14;-237
-387;29;108
3;-41;3
-28;29;5
-52;-39;178
44;44;-163
-1;8;-1
3;6;13
3;11;3
-14;-13;6
-6;-29;14
-3;11;3
-7;34;4
-15;2;2
-1;14;2
20;21;4
13;-16;0
14;-11;0
4;-11;1
-7;-12;3
-4;10;-1
-5;-7;-4
0;12;-3
2;-4;-5
2;2;-4
11;-8;0
4;-1;-1
1;-34;-11
0;-18;-9
7;4;-23
-1;9;-7
1;17;-9
-10;-67;16
10;35;-18
-7;24;-11
-9;-4;-2
-376;-18;-424
235;120;435
478;-342;-172
-67;106;292
-72;55;-17
-355;-13;198
103;211;-585
-34;-387;530
-146;337;-325
-279;94;-289
646;295;325
251;-503;-68
-212;-463;762
-167;578;-711
865;-165;510
-861;51;-494
41;96;115
-51;-76;-90
10;-6;-9
8;30;5
-4;-1;5
-8;0;8
-8;-2;12
-13;-8;9
-2;5;8
0;28;11
-5;1;6
-5;-12;-1
2;-1;0
0;7;1
-2;-5;3
-5;-9;4
-4;-5;2
-10;9;0
-6;21;-1
3;22;-8
7;-13;-3
0;-14;7
6;-10;0
-4;7;-2
1;-1;-4
-16;28;-13
0;-29;-3
21;-4;2
4;-13;12
-3;-11;5
-5;23;-11
-3;-6;-18
11;-9;0
9;-12;-13
3;-8;-14
-3;6;-11
6;12;-6
5;-7;-2
4;-33;4
-1;40;10
-17;-10;-14
40;-82;-138
-376;210;95
499;-158;109
40;-63;177
-255;302;-550
-47;-183;283
89;129;-63
445;-500;288
-932;113;-458
201;615;129
-92;25;-339
636;-1162;679
-580;803;-286
1148;-895;-30
136;818;389
-78;-439;308
-1384;380;-795
459;165;329
100;-152;-119
-18;32;0
-12;48;-15
-17;4;-13
-12;-11;15
-8;13;29
-8;-19;8
15;9;17
-3;-22;-1
-27;17;-2
-24;26;-1
-1;13;-4
10;-3;0
11;-5;5
-3;-13;-1
-2;-2;2
-9;0;-5
-5;8;-4
-4;-9;2
18;10;-4
4;-15;-4
-27;-21;3
32;25;-13
16;-9;-1
-2;-14;1
-9;-14;-7
13;-1;35
6;9;-28
-11;11;-21
7;-3;19
19;-16;-7
16;-8;-3
-11;15;0
-6;-10;-3
10;-1;-13
2;2;4
9;15;7
-9;-24;-12
151;-93;293
-11;-9;-450
71;-5;87
-90;142;-38
-153;-92;-150
369;154;23
-60;-377;119
-320;248;75
-380;114;5
42;-70;152
304;-207;-393
46;197;-221
53;-320;697
322;253;228
629;31;-98
-436;-65;87
460;-114;-222
-996;217;-180
-37;40;-6
20;-77;-8
-2;62;10
-34;-7;-10
1;-8;6
5;12;-3
-10;-16;4
4;-11;1
-2;-2;-25
-2;8;18
8;8;-4
4;-25;2
-6;15;-4
21;23;-11
-17;-33;12
10;0;-5
30;-461;23
3;488;-82
-22;-27;37
-15;2;9
40;-1;8
212;23;-124
-266;-100;252
588;399;-335
-556;-203;110
-110;39;-157
-132;-21;520
109;-148;-412
-317;70;223
523;-71;-39
93;110;-96
-34;-72;46
468;-67;340
-677;-9;-336
110;425;-71
-38;-393;91
10;3;-1
-14;46;-2
-21;10;-14
-24;-61;-5
-3;-5;4
2;24;-9
7;-3;0
6;-5;4
0;-3;2
10;-3;-2
5;-16;-24
-2;19;23
3;-99;126
-24;126;-139
11;-38;21
19;4;-22
34;2;4
-54;2;1
-268;1;400
437;-181;-40
440;186;-194
-205;-225;-124
-103;393;104
-238;-32;-277
-93;-128;-109
110;72;129
-115;-89;161
35;64;-62
-219;60;-166
-418;-254;-242
666;96;442
6;40;-6
-37;51;-10
-28;-31;-3
1;-36;-1
1;-12;3
14;21;2
-4;2;-6
-1;0;-6
2;-3;0
-23;34;39
21;-42;-33
9;7;-10
-13;2;5
-2;3;-11
33;141;-2
46;-147;-4
-20;-11;21
-54;1;-15
175;45;-98
317;48;91
-635;-228;271
198;283;-439
96;-134;170
-255;189;15
100;53;-434
110;-369;167
-170;5;458
398;287;-310
-44;-307;-239
-137;-44;256
-153;151;-22
32;-1;111
-14;31;21
-16;25;0
-20;8;5
2;-18;10
6;-23;7
8;-4;-1
4;0;-6
-9;2;-3
