x,y,z,36,broad_category
680.0,530.0,240.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
1411.0,1299.0,2361.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
4379.0,2649.0,4525.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
1537.0,1990.0,2356.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
633.0,1517.0,879.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
3666.0,4775.0,3139.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
239.0,761.0,756.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
93.0,82.0,292.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
189.0,148.0,233.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
204.0,204.0,327.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
1014.0,1792.0,1127.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
1408.0,2732.0,1296.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
192.0,131.0,143.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
405.0,421.0,438.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
289.0,208.0,324.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
254.0,257.0,356.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
1066.0,1245.0,1266.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
263.0,560.0,600.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
424.0,372.0,708.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
490.0,937.0,372.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
299.0,246.0,361.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
2927.0,2623.0,1737.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
197.0,174.0,244.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
221.0,518.0,345.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
316.0,650.0,349.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
2404.0,3777.0,1636.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
1544.0,5889.0,3881.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
254.0,291.0,125.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
152.0,308.0,215.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
158.0,146.0,108.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
178.0,146.0,113.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
443.0,537.0,673.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
1854.0,2632.0,3274.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
1349.0,1257.0,1333.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
126.0,318.0,121.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
5758.0,5911.0,4575.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
535.0,1042.0,842.0,../datasets/Hand tools/Dataset air wrench 1.csv,Using
185.0,320.0,153.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
234.0,277.0,265.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
222.0,147.0,93.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
742.0,964.0,1061.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3258.0,1460.0,2217.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2534.0,1532.0,4550.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2748.0,4653.0,5143.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
143.0,86.0,103.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
127.0,116.0,95.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
110.0,111.0,102.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2844.0,1988.0,3108.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4101.0,4971.0,4394.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2609.0,1034.0,726.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
97.0,83.0,50.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
172.0,216.0,128.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2255.0,994.0,1161.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2392.0,2269.0,2001.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4502.0,6095.0,6732.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1940.0,1259.0,1945.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2944.0,1448.0,2097.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
285.0,254.0,103.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3075.0,2518.0,3103.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4036.0,2132.0,3220.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
828.0,1072.0,907.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2700.0,2270.0,2939.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1601.0,1060.0,1679.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
141.0,88.0,67.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
140.0,90.0,63.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
787.0,1116.0,843.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2989.0,2011.0,3379.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
6106.0,2188.0,3871.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
514.0,252.0,158.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
133.0,82.0,47.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1717.0,2005.0,2511.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4308.0,4145.0,6373.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2178.0,1604.0,933.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
133.0,101.0,45.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
549.0,265.0,716.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3007.0,3608.0,5039.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2439.0,4383.0,4108.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2527.0,1569.0,3767.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1484.0,414.0,572.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
314.0,88.0,98.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3368.0,1268.0,2356.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1735.0,1165.0,771.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
185.0,157.0,441.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2656.0,2283.0,1074.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2288.0,2922.0,1783.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
116.0,175.0,109.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1590.0,1688.0,1882.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
41.0,140.0,29.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
106.0,182.0,103.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1990.0,2092.0,1384.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
949.0,1031.0,1417.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2088.0,1656.0,1780.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
272.0,194.0,211.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2876.0,1751.0,1944.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1715.0,2744.0,4129.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2370.0,2242.0,2846.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3148.0,2205.0,3399.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
5199.0,3548.0,4874.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2132.0,1025.0,2135.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1516.0,1565.0,855.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3135.0,3807.0,4662.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
5511.0,3378.0,3788.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4309.0,1306.0,2621.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1115.0,1683.0,1095.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2036.0,2254.0,5161.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3275.0,2987.0,4751.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4203.0,3011.0,3455.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
418.0,468.0,238.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1763.0,1826.0,2590.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4618.0,2571.0,2984.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3088.0,1389.0,3812.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2443.0,915.0,588.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
393.0,1263.0,633.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4288.0,4663.0,5803.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3630.0,3708.0,4374.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1366.0,1252.0,1219.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
394.0,288.0,127.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2304.0,829.0,2416.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
100.0,124.0,89.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
80.0,215.0,95.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4258.0,2759.0,4168.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4006.0,1439.0,3351.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3586.0,2666.0,3282.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3497.0,2877.0,4364.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1583.0,1750.0,2538.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
117.0,307.0,97.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3746.0,5016.0,3749.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4161.0,2978.0,2558.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1064.0,1431.0,1106.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1160.0,1307.0,1220.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
6800.0,4306.0,3879.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3162.0,1768.0,2743.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
96.0,82.0,53.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2697.0,2832.0,2780.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3945.0,5297.0,2810.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2294.0,1271.0,4267.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
323.0,146.0,177.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1013.0,1146.0,1582.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
207.0,150.0,133.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
44.0,78.0,35.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
82.0,168.0,69.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
122.0,239.0,136.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1799.0,833.0,929.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2867.0,987.0,1685.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1315.0,1303.0,1249.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2713.0,622.0,941.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
126.0,102.0,49.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
101.0,212.0,122.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2783.0,1053.0,1492.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2572.0,1698.0,1411.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
5280.0,1660.0,3993.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
653.0,1707.0,569.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
119.0,153.0,88.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
129.0,133.0,57.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
112.0,107.0,82.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2593.0,1291.0,2301.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4728.0,2737.0,1713.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
109.0,130.0,103.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
119.0,111.0,79.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1053.0,605.0,409.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2868.0,1121.0,2061.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
7209.0,5826.0,4044.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1679.0,1455.0,2840.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1286.0,663.0,1247.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1525.0,596.0,689.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3235.0,2543.0,3047.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
396.0,248.0,105.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4750.0,1178.0,1149.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1473.0,1056.0,1450.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
107.0,185.0,42.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
38.0,126.0,77.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1756.0,1382.0,2700.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3537.0,2694.0,3703.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
54.0,79.0,68.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
78.0,163.0,45.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
57.0,180.0,106.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3033.0,2390.0,2643.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4580.0,4909.0,2978.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
121.0,142.0,75.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
147.0,146.0,123.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
322.0,201.0,898.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2768.0,2205.0,2199.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2007.0,631.0,562.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
178.0,1091.0,215.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3408.0,1323.0,2654.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
912.0,987.0,539.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1307.0,677.0,996.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2245.0,1504.0,1832.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
119.0,193.0,119.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2039.0,1649.0,1727.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1000.0,904.0,1440.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
66.0,84.0,51.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
46.0,66.0,62.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
182.0,125.0,151.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1580.0,909.0,734.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3927.0,3832.0,4835.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3878.0,1963.0,2896.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
97.0,175.0,51.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
321.0,209.0,536.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
4663.0,1536.0,4446.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2534.0,3169.0,2891.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
181.0,177.0,228.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
164.0,111.0,65.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
295.0,318.0,181.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1853.0,1104.0,2314.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2596.0,875.0,3407.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3782.0,2129.0,3404.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
926.0,584.0,839.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2527.0,1483.0,2673.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
110.0,140.0,136.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3313.0,1544.0,1649.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
1123.0,377.0,1056.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
116.0,106.0,59.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
125.0,100.0,70.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
454.0,118.0,531.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2460.0,1624.0,2662.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
87.0,231.0,74.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
128.0,157.0,53.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
149.0,232.0,167.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
122.0,188.0,175.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
229.0,277.0,164.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
187.0,168.0,118.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
126.0,200.0,68.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
85.0,131.0,59.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
214.0,209.0,92.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2088.0,1212.0,2307.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
2084.0,1465.0,3623.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
5371.0,3918.0,3752.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
3452.0,829.0,2747.0,../datasets/Hand tools/Dataset drill and screw electric.csv,Using
8523.0,7011.0,5552.0,../datasets/High vibration/Dataset shake it big.csv,Using
8056.0,6161.0,11167.0,../datasets/High vibration/Dataset shake it big.csv,Using
4820.0,7245.0,5897.0,../datasets/High vibration/Dataset shake it big.csv,Using
7523.0,7586.0,9516.0,../datasets/High vibration/Dataset shake it big.csv,Using
7669.0,6773.0,6241.0,../datasets/High vibration/Dataset shake it big.csv,Using
4418.0,5332.0,7599.0,../datasets/High vibration/Dataset shake it big.csv,Using
7698.0,7464.0,8836.0,../datasets/High vibration/Dataset shake it big.csv,Using
9518.0,4778.0,6984.0,../datasets/High vibration/Dataset shake it big.csv,Using
7871.0,6050.0,5366.0,../datasets/High vibration/Dataset shake it big.csv,Using
5135.0,4027.0,8946.0,../datasets/High vibration/Dataset shake it big.csv,Using
7304.0,8615.0,6422.0,../datasets/High vibration/Dataset shake it big.csv,Using
6229.0,6067.0,9294.0,../datasets/High vibration/Dataset shake it big.csv,Using
4801.0,6473.0,9084.0,../datasets/High vibration/Dataset shake it big.csv,Using
10392.0,6400.0,8853.0,../datasets/High vibration/Dataset shake it big.csv,Using
9715.0,7585.0,7788.0,../datasets/High vibration/Dataset shake it big.csv,Using
4665.0,4938.0,3823.0,../datasets/High vibration/Dataset shake it big.csv,Using
7078.0,6511.0,8476.0,../datasets/High vibration/Dataset shake it big.csv,Using
5063.0,5970.0,6326.0,../datasets/High vibration/Dataset shake it big.csv,Using
9043.0,8233.0,8792.0,../datasets/High vibration/Dataset shake it big.csv,Using
7524.0,6913.0,7011.0,../datasets/High vibration/Dataset shake it big.csv,Using
7571.0,10038.0,5897.0,../datasets/High vibration/Dataset shake it big.csv,Using
5603.0,6160.0,4379.0,../datasets/High vibration/Dataset shake it big.csv,Using
6221.0,7918.0,8111.0,../datasets/High vibration/Dataset shake it big.csv,Using
8202.0,4765.0,8191.0,../datasets/High vibration/Dataset shake it big.csv,Using
6727.0,3599.0,6923.0,../datasets/High vibration/Dataset shake it big.csv,Using
7550.0,4677.0,8574.0,../datasets/High vibration/Dataset shake it big.csv,Using
4998.0,5386.0,7074.0,../datasets/High vibration/Dataset shake it big.csv,Using
7304.0,7251.0,8024.0,../datasets/High vibration/Dataset shake it big.csv,Using
10217.0,9056.0,6327.0,../datasets/High vibration/Dataset shake it big.csv,Using
8485.0,6621.0,6023.0,../datasets/High vibration/Dataset shake it big.csv,Using
10374.0,7469.0,8991.0,../datasets/High vibration/Dataset shake it big.csv,Using
9618.0,7989.0,9967.0,../datasets/High vibration/Dataset shake it big.csv,Using
7620.0,5630.0,9051.0,../datasets/High vibration/Dataset shake it big.csv,Using
8508.0,5921.0,5695.0,../datasets/High vibration/Dataset shake it big.csv,Using
10102.0,5835.0,4967.0,../datasets/High vibration/Dataset shake it big.csv,Using
7203.0,5034.0,6609.0,../datasets/High vibration/Dataset shake it big.csv,Using
10550.0,4625.0,7822.0,../datasets/High vibration/Dataset shake it big.csv,Using
6456.0,7030.0,7211.0,../datasets/High vibration/Dataset shake it big.csv,Using
5400.0,3841.0,8495.0,../datasets/High vibration/Dataset shake it big.csv,Using
7790.0,5777.0,6778.0,../datasets/High vibration/Dataset shake it big.csv,Using
4776.0,6223.0,9927.0,../datasets/High vibration/Dataset shake it big.csv,Using
6546.0,6023.0,7240.0,../datasets/High vibration/Dataset shake it big.csv,Using
7541.0,7207.0,6875.0,../datasets/High vibration/Dataset shake it big.csv,Using
9635.0,7345.0,6891.0,../datasets/High vibration/Dataset shake it big.csv,Using
6973.0,4845.0,7975.0,../datasets/High vibration/Dataset shake it big.csv,Using
5485.0,8672.0,9656.0,../datasets/High vibration/Dataset shake it big.csv,Using
5441.0,3329.0,7424.0,../datasets/High vibration/Dataset shake it big.csv,Using
5318.0,5892.0,7368.0,../datasets/High vibration/Dataset shake it big.csv,Using
4539.0,5832.0,9047.0,../datasets/High vibration/Dataset shake it big.csv,Using
7138.0,6057.0,6135.0,../datasets/High vibration/Dataset shake it big.csv,Using
8943.0,5026.0,9001.0,../datasets/High vibration/Dataset shake it big.csv,Using
5247.0,7323.0,6855.0,../datasets/High vibration/Dataset shake it big.csv,Using
9645.0,8436.0,7872.0,../datasets/High vibration/Dataset shake it big.csv,Using
4059.0,4956.0,7032.0,../datasets/High vibration/Dataset shake it big.csv,Using
7809.0,7370.0,8981.0,../datasets/High vibration/Dataset shake it big.csv,Using
3770.0,7196.0,7083.0,../datasets/High vibration/Dataset shake it big.csv,Using
4948.0,4863.0,10312.0,../datasets/High vibration/Dataset shake it big.csv,Using
6596.0,6716.0,6256.0,../datasets/High vibration/Dataset shake it big.csv,Using
7837.0,8561.0,9782.0,../datasets/High vibration/Dataset shake it big.csv,Using
5617.0,5042.0,6730.0,../datasets/High vibration/Dataset shake it big.csv,Using
10490.0,8126.0,6384.0,../datasets/High vibration/Dataset shake it big.csv,Using
5737.0,7579.0,5084.0,../datasets/High vibration/Dataset shake it big.csv,Using
4182.0,4935.0,9371.0,../datasets/High vibration/Dataset shake it big.csv,Using
6030.0,6629.0,5204.0,../datasets/High vibration/Dataset shake it big.csv,Using
5607.0,5607.0,8276.0,../datasets/High vibration/Dataset shake it big.csv,Using
5738.0,9442.0,11214.0,../datasets/High vibration/Dataset shake it big.csv,Using
5706.0,4497.0,6065.0,../datasets/High vibration/Dataset shake it big.csv,Using
5377.0,5999.0,8843.0,../datasets/High vibration/Dataset shake it big.csv,Using
5993.0,4810.0,7143.0,../datasets/High vibration/Dataset shake it big.csv,Using
7266.0,6819.0,7284.0,../datasets/High vibration/Dataset shake it big.csv,Using
6898.0,5441.0,9714.0,../datasets/High vibration/Dataset shake it big.csv,Using
5787.0,6683.0,4940.0,../datasets/High vibration/Dataset shake it big.csv,Using
6553.0,7446.0,9662.0,../datasets/High vibration/Dataset shake it big.csv,Using
6759.0,5634.0,6901.0,../datasets/High vibration/Dataset shake it big.csv,Using
7392.0,7114.0,8796.0,../datasets/High vibration/Dataset shake it big.csv,Using
7514.0,3566.0,5886.0,../datasets/High vibration/Dataset shake it big.csv,Using
8658.0,6430.0,7765.0,../datasets/High vibration/Dataset shake it big.csv,Using
6626.0,6789.0,6123.0,../datasets/High vibration/Dataset shake it big.csv,Using
7049.0,8365.0,9630.0,../datasets/High vibration/Dataset shake it big.csv,Using
6637.0,8685.0,10498.0,../datasets/High vibration/Dataset shake it big.csv,Using
4975.0,6466.0,8679.0,../datasets/High vibration/Dataset shake it big.csv,Using
5870.0,6525.0,9764.0,../datasets/High vibration/Dataset shake it big.csv,Using
8261.0,10546.0,11764.0,../datasets/High vibration/Dataset shake it big.csv,Using
6024.0,5438.0,7601.0,../datasets/High vibration/Dataset shake it big.csv,Using
10585.0,5917.0,8402.0,../datasets/High vibration/Dataset shake it big.csv,Using
9514.0,6707.0,9179.0,../datasets/High vibration/Dataset shake it big.csv,Using
6408.0,6308.0,8904.0,../datasets/High vibration/Dataset shake it big.csv,Using
3836.0,6241.0,8970.0,../datasets/High vibration/Dataset shake it big.csv,Using
8082.0,7393.0,10224.0,../datasets/High vibration/Dataset shake it big.csv,Using
5698.0,6244.0,9058.0,../datasets/High vibration/Dataset shake it big.csv,Using
6661.0,6399.0,9814.0,../datasets/High vibration/Dataset shake it big.csv,Using
7942.0,5382.0,8520.0,../datasets/High vibration/Dataset shake it big.csv,Using
8584.0,6272.0,10957.0,../datasets/High vibration/Dataset shake it big.csv,Using
4006.0,5977.0,8515.0,../datasets/High vibration/Dataset shake it big.csv,Using
6384.0,6722.0,6126.0,../datasets/High vibration/Dataset shake it big.csv,Using
5980.0,5154.0,7848.0,../datasets/High vibration/Dataset shake it big.csv,Using
6197.0,7784.0,11516.0,../datasets/High vibration/Dataset shake it big.csv,Using
3924.0,7231.0,9648.0,../datasets/High vibration/Dataset shake it big.csv,Using
8446.0,8904.0,8826.0,../datasets/High vibration/Dataset shake it big.csv,Using
7684.0,7704.0,7990.0,../datasets/High vibration/Dataset shake it big.csv,Using
7862.0,5536.0,6166.0,../datasets/High vibration/Dataset shake it big.csv,Using
6737.0,6201.0,8540.0,../datasets/High vibration/Dataset shake it big.csv,Using
5710.0,7012.0,6769.0,../datasets/High vibration/Dataset shake it big.csv,Using
6327.0,6352.0,8576.0,../datasets/High vibration/Dataset shake it big.csv,Using
6587.0,8294.0,10201.0,../datasets/High vibration/Dataset shake it big.csv,Using
10370.0,5865.0,7748.0,../datasets/High vibration/Dataset shake it big.csv,Using
