x,y,z,36,broad_category
684.0,326.0,367.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
450.0,457.0,446.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
114.0,141.0,107.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
298.0,248.0,343.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
935.0,1246.0,950.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
236.0,174.0,168.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
129.0,75.0,109.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
102.0,63.0,33.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
226.0,46.0,149.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
110.0,46.0,37.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
57.0,100.0,58.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
160.0,389.0,171.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1090.0,981.0,773.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
316.0,695.0,800.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
144.0,142.0,70.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
536.0,191.0,136.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
310.0,193.0,235.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
544.0,609.0,333.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
436.0,360.0,277.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
257.0,154.0,262.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
108.0,78.0,48.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
185.0,325.0,237.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
80.0,118.0,100.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
176.0,605.0,345.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
189.0,374.0,106.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
287.0,225.0,183.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
336.0,280.0,337.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
193.0,635.0,217.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
810.0,908.0,730.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
140.0,117.0,329.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
271.0,365.0,242.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
233.0,389.0,355.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
260.0,287.0,189.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
206.0,402.0,130.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
585.0,353.0,407.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
212.0,238.0,80.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
455.0,654.0,265.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
154.0,154.0,76.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
204.0,148.0,64.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
287.0,386.0,281.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
217.0,152.0,55.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
70.0,116.0,70.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
395.0,434.0,294.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
385.0,215.0,346.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
191.0,227.0,394.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
175.0,145.0,129.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
299.0,183.0,579.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
308.0,366.0,335.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
588.0,543.0,450.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
190.0,265.0,255.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
224.0,287.0,122.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
344.0,798.0,395.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
441.0,207.0,158.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
209.0,328.0,174.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
748.0,547.0,631.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
718.0,591.0,690.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
160.0,60.0,140.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
941.0,1157.0,665.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
803.0,316.0,877.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
257.0,295.0,294.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
134.0,322.0,107.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
315.0,479.0,366.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
807.0,2174.0,1046.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
248.0,366.0,233.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
172.0,258.0,137.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
337.0,302.0,225.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
284.0,626.0,317.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
413.0,271.0,273.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
212.0,153.0,136.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
282.0,324.0,277.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
303.0,1203.0,238.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
257.0,357.0,297.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
268.0,291.0,202.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
167.0,507.0,209.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
95.0,79.0,95.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
48.0,73.0,54.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
196.0,302.0,167.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
546.0,596.0,185.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
987.0,1001.0,886.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
210.0,234.0,423.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
160.0,396.0,486.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
201.0,370.0,170.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
205.0,225.0,401.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
188.0,581.0,390.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
126.0,274.0,84.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1097.0,614.0,436.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
526.0,767.0,521.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
780.0,394.0,353.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
567.0,311.0,441.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
245.0,167.0,124.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
344.0,513.0,402.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
255.0,380.0,272.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
185.0,357.0,190.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
218.0,266.0,224.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
109.0,42.0,51.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
75.0,48.0,92.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
281.0,421.0,254.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
121.0,167.0,225.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
156.0,120.0,81.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
144.0,60.0,59.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
287.0,211.0,82.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
166.0,174.0,62.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
506.0,667.0,256.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
405.0,738.0,296.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
567.0,175.0,187.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
581.0,627.0,608.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
114.0,104.0,38.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
120.0,255.0,273.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
193.0,293.0,118.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
281.0,574.0,483.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
392.0,740.0,874.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
403.0,409.0,340.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
360.0,430.0,195.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
491.0,802.0,513.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
319.0,297.0,238.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
252.0,162.0,221.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
103.0,165.0,208.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
365.0,556.0,567.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
349.0,530.0,414.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
641.0,602.0,389.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
344.0,476.0,295.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1064.0,880.0,1176.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
545.0,199.0,213.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
99.0,76.0,35.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
379.0,318.0,130.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
520.0,887.0,414.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
114.0,145.0,69.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
159.0,143.0,145.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
165.0,179.0,196.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
467.0,595.0,332.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
546.0,615.0,301.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
287.0,240.0,238.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
196.0,377.0,194.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1042.0,1793.0,1952.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
976.0,2582.0,897.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
400.0,382.0,396.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
315.0,341.0,249.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
221.0,491.0,221.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
290.0,221.0,333.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
588.0,456.0,681.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
330.0,455.0,300.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
132.0,129.0,65.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
456.0,295.0,318.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
324.0,277.0,381.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
139.0,188.0,136.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
359.0,372.0,378.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
881.0,658.0,494.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
191.0,366.0,181.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
216.0,422.0,269.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
171.0,177.0,304.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
78.0,134.0,179.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
128.0,128.0,57.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1098.0,171.0,622.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
569.0,437.0,320.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
387.0,642.0,479.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
222.0,197.0,155.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
162.0,299.0,72.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
187.0,244.0,149.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
144.0,225.0,104.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
169.0,371.0,333.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
130.0,90.0,87.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
116.0,51.0,20.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
152.0,194.0,94.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
291.0,299.0,194.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
206.0,234.0,90.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
283.0,259.0,92.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
143.0,150.0,103.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
94.0,34.0,36.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
76.0,58.0,35.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
327.0,572.0,178.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
318.0,564.0,312.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
672.0,699.0,652.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
569.0,987.0,454.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
335.0,916.0,234.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
397.0,458.0,264.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
161.0,61.0,95.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
882.0,652.0,662.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
188.0,307.0,473.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
99.0,388.0,133.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
167.0,181.0,82.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
118.0,78.0,106.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
189.0,262.0,314.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
115.0,170.0,152.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
253.0,323.0,221.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
197.0,170.0,132.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
545.0,890.0,510.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1054.0,1171.0,772.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
550.0,415.0,278.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
183.0,260.0,135.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
190.0,135.0,96.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
485.0,344.0,376.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
676.0,881.0,328.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
355.0,618.0,661.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
302.0,530.0,347.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
268.0,130.0,139.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
86.0,57.0,43.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1682.0,1214.0,1341.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
698.0,447.0,646.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
132.0,65.0,62.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
50.0,40.0,41.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
40.0,71.0,106.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
74.0,109.0,70.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
332.0,110.0,213.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
136.0,116.0,228.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
272.0,229.0,194.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
802.0,737.0,760.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
930.0,896.0,1188.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
132.0,139.0,91.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
445.0,172.0,405.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
496.0,922.0,460.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
675.0,635.0,367.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
208.0,177.0,257.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
71.0,76.0,124.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
128.0,114.0,189.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
556.0,960.0,363.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
225.0,298.0,374.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
360.0,659.0,265.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
450.0,412.0,554.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
713.0,458.0,332.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
186.0,231.0,183.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
213.0,348.0,135.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
493.0,604.0,201.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
678.0,299.0,403.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
341.0,337.0,470.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
570.0,118.0,427.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
171.0,121.0,93.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
178.0,56.0,38.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
193.0,172.0,86.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
121.0,298.0,121.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
216.0,116.0,86.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
54.0,59.0,57.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
195.0,346.0,405.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
591.0,376.0,569.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
291.0,768.0,386.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
309.0,265.0,147.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
532.0,262.0,253.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
226.0,390.0,151.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
158.0,256.0,90.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
709.0,436.0,596.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
173.0,528.0,394.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
575.0,365.0,435.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
205.0,706.0,297.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
248.0,343.0,157.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
250.0,336.0,197.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
194.0,246.0,191.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
260.0,243.0,273.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
865.0,350.0,416.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
703.0,634.0,566.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
214.0,124.0,178.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
52.0,106.0,48.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
164.0,56.0,143.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
103.0,81.0,145.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
137.0,123.0,160.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
309.0,152.0,297.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
553.0,203.0,183.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
206.0,250.0,135.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
327.0,602.0,579.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
738.0,681.0,398.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
341.0,214.0,104.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
106.0,52.0,35.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
402.0,307.0,167.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1425.0,2629.0,1751.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
736.0,968.0,575.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
435.0,434.0,318.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
618.0,582.0,544.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
206.0,203.0,132.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
152.0,351.0,246.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
128.0,196.0,133.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
294.0,597.0,663.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
151.0,144.0,111.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
176.0,672.0,240.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
340.0,862.0,588.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
266.0,691.0,186.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
198.0,478.0,263.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
379.0,375.0,275.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
570.0,766.0,273.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
430.0,483.0,366.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
614.0,924.0,438.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
183.0,482.0,204.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
580.0,601.0,339.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
216.0,159.0,186.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
126.0,362.0,213.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
383.0,466.0,282.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
371.0,488.0,178.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
295.0,583.0,181.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
214.0,485.0,320.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
272.0,225.0,202.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
297.0,238.0,68.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
229.0,468.0,215.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
136.0,215.0,63.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
237.0,208.0,152.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
66.0,58.0,63.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
56.0,61.0,88.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
117.0,97.0,91.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
672.0,763.0,224.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
456.0,411.0,205.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
87.0,103.0,103.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
80.0,73.0,57.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
58.0,56.0,22.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
115.0,74.0,56.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
322.0,680.0,245.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
447.0,520.0,357.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
217.0,477.0,121.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
208.0,190.0,184.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
147.0,52.0,69.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
113.0,193.0,75.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
151.0,751.0,205.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
614.0,1110.0,708.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
696.0,1246.0,778.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
1068.0,2481.0,810.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
381.0,819.0,182.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
153.0,163.0,145.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
158.0,143.0,109.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
702.0,726.0,622.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
533.0,394.0,338.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
323.0,366.0,260.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
548.0,564.0,620.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
625.0,570.0,377.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
236.0,276.0,96.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
219.0,57.0,95.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
184.0,128.0,188.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
168.0,91.0,63.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
140.0,88.0,70.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
185.0,321.0,112.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
310.0,169.0,132.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
254.0,301.0,74.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
432.0,379.0,183.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
250.0,303.0,105.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
157.0,193.0,67.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
78.0,92.0,72.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
243.0,63.0,53.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
495.0,260.0,148.0,../datasets/Industrial equipment/Dataset minigraver operating.csv,Using
