X;Y;Z
-26;-36;-26
79;-86;-1
-11;-65;70
-74;109;-70
16;61;-13
15;15;-3
25;-34;8
36;-64;11
13;-63;51
-58;49;18
-55;41;-103
30;72;26
6;-2;27
-24;-37;-27
66;-96;-5
6;-45;69
-75;81;-55
18;74;-26
14;32;-2
20;-50;9
27;-74;15
17;-35;64
-70;28;-28
-39;50;-85
40;65;41
-3;3;17
-22;-32;-19
69;-93;-3
-7;-113;76
-65;147;-81
10;70;-10
11;18;4
21;-37;2
32;-76;13
16;-37;78
-44;48;-50
-55;7;-75
16;84;37
9;5;40
-19;-16;-29
52;-134;-17
5;-33;14
-72;79;68
18;69;-77
11;55;-15
22;-44;13
30;-80;8
25;-41;25
-21;38;143
-103;8;-206
24;93;11
25;5;50
-17;-15;-12
53;-159;-22
-18;-23;-2
-79;97;82
33;60;-68
27;42;-20
22;-28;3
31;-56;13
8;-43;14
-21;12;88
-88;-31;-113
24;120;-13
12;21;34
-14;-6;-4
65;-124;39
33;-42;-56
-96;61;81
-16;60;-70
25;59;-22
24;-36;6
35;-62;14
19;-49;16
-17;40;157
-92;-27;-204
10;114;-13
28;-2;42
-19;-12;4
54;-142;21
10;-19;-21
-81;82;35
7;50;-45
24;53;-22
13;-33;6
32;-81;11
30;-42;27
-23;45;133
-94;6;-187
20;80;8
18;8;43
-21;-10;-12
58;-123;-1
16;-48;-11
-63;87;83
-14;62;-82
18;41;-25
17;-33;3
43;-69;8
10;-46;35
-3;31;178
-106;-4;-245
23;112;5
15;2;42
-27;-9;0
64;-167;14
20;-17;-24
-62;85;60
-18;71;-52
16;50;-20
9;-49;0
48;-62;0
16;-50;34
-8;27;193
-116;26;-245
34;91;-3
21;1;46
-11;-18;-12
74;-166;-14
-13;-17;41
-74;87;-23
13;86;-30
12;37;3
12;-40;8
36;-79;9
28;-54;32
-36;46;144
-84;35;-209
25;75;18
8;2;36
-17;-17;-20
58;-150;-17
12;-33;41
-60;93;13
2;81;-53
7;38;-7
18;-49;11
41;-63;2
21;-49;26
-35;39;226
-89;9;-269
23;104;-11
21;-5;38
-20;-24;1
59;-138;-14
3;-24;62
-55;82;-38
6;85;-33
8;30;-6
13;-49;5
33;-75;8
33;-42;38
-48;26;92
-81;44;-164
31;85;11
11;-5;50
-28;-18;-17
73;-151;-13
11;-41;32
-80;104;2
13;96;-33
5;25;-11
13;-67;5
51;-62;-3
36;-47;39
-81;15;102
-54;94;-163
30;49;4
-3;0;31
-9;-42;0
73;-106;-10
-55;26;174
-15;48;-158
12;79;-26
2;-1;-3
24;-69;8
42;-66;-4
23;-2;71
-112;-6;-30
-11;97;-72
26;50;23
-3;-9;30
-19;-74;32
80;-115;-42
-66;71;51
-5;68;-69
13;56;-3
3;-21;6
27;-66;3
55;-68;18
15;22;181
-128;-4;-211
5;98;-14
21;22;44
-23;4;1
25;-90;50
53;-82;-68
-49;48;96
-22;67;-104
17;52;-6
3;-11;5
32;-57;0
42;-66;22
10;-13;177
-120;17;-200
1;98;-12
23;31;26
-8;-4;8
-6;-68;-11
87;-72;2
-64;42;92
-23;41;-103
10;62;-10
4;-20;5
35;-54;-2
42;-62;21
23;-14;135
-123;10;-140
-14;98;-37
31;51;25
-1;-23;18
-6;-63;-12
68;-103;6
-63;44;117
-7;70;-129
17;62;-12
4;-12;4
27;-52;4
42;-70;16
20;-14;177
-133;16;-203
16;92;-15
25;33;31
-20;-1;14
29;-85;90
48;-69;-109
-47;51;110
-31;40;-109
14;74;-15
4;-20;0
30;-74;14
44;-44;9
16;-11;237
-131;20;-274
2;101;-6
30;24;49
-21;-15;1
45;-97;12
31;-86;-36
-47;75;127
-20;68;-118
7;54;-18
9;-28;-1
45;-65;3
34;-69;26
-14;40;188
-115;-1;-234
22;95;-4
27;24;36
-21;-16;9
32;-141;-17
52;-38;-6
-71;70;110
-6;78;-94
8;58;-25
8;-47;6
39;-79;8
52;-47;24
-37;44;231
-110;19;-292
33;86;6
15;4;34
-17;-24;-6
94;-150;2
-3;-69;109
-107;130;-112
11;82;-10
13;39;-2
17;-49;7
44;-67;12
44;-56;26
-35;60;139
-111;-5;-191
19;95;-5
27;11;33
-18;-15;-6
57;-99;0
33;-109;21
-66;94;9
-22;93;-47
14;45;-7
9;-37;12
31;-67;-2
38;-54;21
1;47;241
-132;-14;-272
26;96;-14
24;20;36
-12;-13;1
37;-138;-12
37;-71;18
-69;86;15
-7;96;-43
15;47;-6
10;-43;7
46;-72;4
0;-40;45
-23;7;80
-83;10;-171
42;99;33
11;24;43
-27;2;-19
14;-99;10
88;-13;-22
-88;-2;215
-29;7;-227
26;108;-10
24;-50;5
56;-81;13
16;-20;205
-127;15;-213
-7;80;-34
38;57;32
-2;13;10
-15;-58;-7
65;-68;-22
2;-117;70
-72;111;-24
7;96;-43
8;36;2
23;-57;4
27;-61;2
27;-32;34
-17;33;221
-115;-16;-290
46;91;15
8;25;44
-20;-7;-14
61;-140;-14
17;-71;44
-76;95;8
-10;77;-48
17;52;-11
13;-29;0
38;-76;7
23;-30;38
-32;-8;126
-101;24;-220
74;78;122
-14;44;-51
-23;-21;-23
47;-133;-16
57;-110;65
-88;116;14
-14;87;-66
11;48;-6
17;-26;0
43;-72;11
21;-44;30
-5;28;138
-96;-9;-172
16;84;-20
22;19;49
-26;7;-10
36;-95;24
30;-102;-66
-68;70;133
-3;80;-110
20;56;-11
9;-20;3
38;-65;3
9;-43;28
10;-20;201
-94;6;-232
28;81;-4
20;38;48
-34;23;-23
4;-66;59
53;-134;-98
-36;41;190
-23;85;-172
13;56;-11
7;8;-2
25;-59;11
33;-58;23
22;-20;95
-103;-1;-81
-16;76;-72
40;43;50
-13;12;22
-20;-29;-20
68;-101;-23
-7;-17;50
-61;49;-11
8;94;-40
8;8;-8
26;-61;12
51;-72;21
9;-17;75
-104;23;-63
-7;74;-58
31;42;28
-20;7;19
-16;-56;-7
79;-82;-19
-26;19;98
-51;38;-86
16;73;-16
4;2;-2
35;-52;4
41;-70;22
-4;-10;56
-96;3;-35
9;88;-60
26;38;31
-27;7;6
4;-61;20
80;-117;-40
-51;45;99
-42;72;-96
22;59;-16
4;-12;1
39;-61;12
34;-56;27
-8;3;113
-107;-6;-136
24;96;-21
26;34;34
-29;-12;-5
45;-98;47
56;-85;-42
-100;75;57
-7;70;-87
13;48;-6
11;-28;5
47;-66;10
31;-42;40
-34;4;109
-99;7;-180
45;87;15
16;28;32
-28;-4;-6
63;-103;51
30;-68;-39
-80;66;41
-19;57;-73
15;57;-16
12;-26;13
43;-59;9
31;-59;38
-23;7;109
-96;22;-159
20;79;-10
27;24;32
-27;-11;2
21;-67;72
67;-70;-82
-67;48;73
-38;42;-73
17;65;-23
13;-26;5
45;-64;8
30;-46;26
-6;-8;155
-101;24;-181
12;72;-28
25;27;31
-22;6;12
7;-64;62
93;-106;-59
-92;59;63
-30;54;-87
24;56;-8
19;-9;5
36;-50;8
22;-67;34
-13;-15;128
-97;17;-174
26;92;-5
32;29;40
-25;1;-12
-6;-57;-10
95;-75;7
-78;17;98
-36;48;-118
22;72;-8
11;-14;6
36;-52;3
33;-59;27
6;-42;160
-109;40;-179
11;87;-19
26;36;33
-26;-3;-7
3;-62;-8
90;-80;1
-75;35;101
-31;45;-117
19;64;-7
16;-15;6
38;-57;8
29;-51;25
-8;-16;103
-114;2;-122
24;100;-36
36;29;45
-26;3;-4
4;-55;0
77;-96;-10
