X;Y;Z
26;62;-100
-98;-8;173
70;-39;-87
-27;-82;-63
138;108;75
-144;-44;36
20;-25;4
-78;2;34
58;12;-42
69;-48;28
-121;37;6
65;66;-45
228;-1;-255
-263;-12;121
1;-52;108
-13;40;35
46;-26;-22
15;12;24
-28;-8;-5
-20;-36;31
38;33;-65
-12;-54;18
19;35;5
-20;-9;-13
-30;-130;-34
30;120;55
11;28;-22
-18;-35;3
148;37;50
-125;-42;-1
14;33;-67
82;-150;95
-141;124;-64
21;11;-53
-7;-46;97
-1;37;-77
312;331;737
-308;-356;-696
21;5;126
-252;140;-357
253;-153;194
-23;95;18
39;-51;-53
-29;30;46
12;-29;31
-6;3;-33
10;-78;47
-24;51;-54
-23;-74;13
-22;89;-27
94;35;20
-37;-36;-32
39;-21;24
-89;54;15
64;-21;9
-6;-22;-15
109;266;13
-131;-240;-8
-27;-13;-48
26;-8;-15
-108;-187;204
96;236;-143
-14;-6;39
21;-25;-36
7;-46;42
-6;21;-29
-6;11;-49
24;-11;76
-2;39;-55
-5;-15;16
-56;-42;44
72;3;-50
-39;26;58
-4;19;-54
47;-34;-42
-252;-129;100
223;152;-70
11;22;6
-36;-2;6
-2;0;-30
47;-9;81
-29;4;-74
-31;-31;6
17;-7;40
33;-34;-18
-18;39;9
-94;-106;84
136;192;-143
-57;127;59
53;-155;-12
11;50;23
-26;-113;-46
-4;33;10
12;-83;29
28;108;-68
-71;-32;38
13;-18;-1
13;-10;15
5;26;-6
-24;-49;-22
22;51;28
-48;-49;40
7;43;-87
35;64;88
-40;-110;-43
31;55;-22
-6;-16;22
11;-12;8
16;28;-34
-31;-30;71
27;57;-59
-11;-68;-5
5;101;-23
-10;-99;16
-113;80;-32
115;-95;32
6;53;12
-22;-58;26
28;61;-46
2;139;-42
11;-239;101
-21;113;-73
105;-148;108
-113;82;-68
-19;40;-35
23;-2;10
-18;-37;8
-4;46;6
-29;-47;9
60;17;21
0;54;-41
-16;-46;-37
-3;-25;36
-7;27;-47
-3;0;54
5;0;-8
-25;1;-22
53;-5;20
29;53;87
-37;-31;-47
7;-23;-10
-48;5;34
-8;-48;-66
-17;76;13
95;10;-76
-191;-23;-38
131;-54;136
-22;88;-84
65;-64;7
-32;22;53
-35;-14;3
28;-14;-18
12;62;12
-16;-50;18
-7;-14;29
126;20;5
-58;-73;-59
-69;89;-17
14;-25;12
-11;6;12
-17;-61;-44
-3;77;20
-16;8;-33
24;-30;-10
34;-86;106
-3;111;-95
-21;-65;55
-10;68;-98
-13;-14;135
3;-13;-32
151;-6;-49
-64;37;-56
-41;-79;89
-56;45;-32
-70;226;-24
85;-186;9
13;-72;66
-7;-9;-55
-28;32;42
53;0;7
-78;27;-82
102;-72;65
-29;28;11
-1;-92;-48
-4;105;44
-73;132;-73
112;-140;74
-40;-20;-44
-8;-94;76
-35;94;-12
26;30;-22
-19;45;-6
-18;-66;29
51;26;-15
16;22;-3
-91;-28;37
46;-58;-30
25;20;-42
-10;27;30
10;14;-24
-41;-47;104
78;165;-170
-92;-113;107
132;-113;85
-139;90;-123
78;1;-18
-24;-25;6
71;11;-13
-84;-11;28
-18;-5;20
