X;Y;Z
732;262;-621
661;83;966
-373;-652;-156
-886;213;-1130
521;416;401
363;-820;-67
-1463;153;-252
0;610;102
605;-311;-363
474;346;-519
-1081;-644;1948
0;-177;-856
1393;493;289
-1394;-114;-136
1610;-582;644
-998;1098;-1956
133;-1359;2047
151;785;-621
-12;598;-476
1161;502;488
-1373;-533;-1098
280;-451;-253
-788;-653;1093
460;768;-506
615;-379;1371
109;261;-1448
203;607;-52
-904;-561;1
352;-210;1497
292;259;-1391
-137;-240;409
886;-607;-52
0;-169;1033
-546;321;-24
-235;984;-1142
-193;-208;369
-146;97;-255
-276;770;-713
273;-1756;1615
-447;677;-1121
405;-153;846
1018;530;-272
-1605;-1780;1722
-161;426;-1408
1008;233;316
-401;-660;1091
354;702;-962
986;92;-541
-612;778;-252
-1;-109;1754
182;469;-1497
-907;-1015;376
847;599;33
-218;-538;172
-482;-73;-375
247;360;-416
486;-596;1357
113;699;-679
-1004;-348;-206
783;336;-5
-118;-1363;1237
-402;1337;-1399
779;-45;1398
-534;-367;0
532;182;-1814
-761;-426;1302
-184;686;-603
369;-63;11
-220;-293;45
1195;-939;1056
-1457;1241;-1888
357;-377;668
-247;130;276
720;229;10
-600;16;-834
482;-657;1765
69;1342;-1356
-70;-1209;1355
-1303;-162;-1156
1527;143;423
-661;945;-807
609;-82;1272
-546;-42;-830
652;-417;-591
-519;-91;298
858;222;428
-662;-859;346
-328;995;-774
207;-215;240
187;-170;1148
-109;426;-336
-455;-654;-1450
-346;-839;1138
-243;971;114
1868;427;-701
-870;-52;-591
255;-203;1664
-1315;-957;-6
1867;956;-1881
-711;-95;690
-358;-522;1238
-253;447;-968
276;406;-69
-4;144;489
201;-300;-208
87;204;-735
-399;-420;257
227;-656;1139
624;899;-918
-570;-1061;1128
156;961;-1109
-691;-325;810
-518;154;-685
1096;941;-522
-413;-1408;619
902;102;202
-328;449;479
-529;46;-1015
721;566;-401
-426;14;1080
-202;-1029;-30
-247;324;-873
-158;-352;496
-288;424;274
1074;-1067;-135
-465;1340;-488
-294;-221;374
484;-465;846
-131;289;-300
-380;-16;-1337
194;-115;519
-675;684;-682
697;-344;618
-3;155;126
1352;-732;1119
-476;642;-1246
-829;-151;-193
467;-112;1014
-240;-608;432
262;934;-1174
-162;202;277
975;-1189;896
-880;1141;-2048
-1079;-520;498
450;-394;402
516;-22;1146
-66;1212;-1815
1051;72;805
-49;-1378;1009
-798;1637;-2048
-150;-1066;1080
38;314;-167
66;-179;-348
182;252;-206
-53;-833;1686
291;738;-1139
-1058;-802;434
692;-108;-298
119;287;373
-355;489;-1141
-122;526;728
935;-1508;1042
-507;846;-1681
-548;-598;1295
1151;594;-209
-778;468;-759
-365;-227;-55
-196;-738;1106
910;345;-634
773;-594;212
-1094;532;-448
385;869;550
804;-1585;835
-1340;1593;-1603
318;-1374;1307
-547;723;-1086
-55;725;481
879;-350;-441
-43;-35;546
213;55;-412
-533;-938;140
-900;-535;959
1885;139;63
-498;370;-307
-473;867;-645
236;-203;465
482;-75;-321
-118;549;-636
-691;-735;-25
-864;-762;959
1082;101;336
312;1036;-479
-695;300;-382
-706;-971;31
1642;599;1210
150;-178;-732
-884;-27;-590
353;-992;1321
-955;1208;-848
705;619;-496
-219;-441;139
984;-715;1204
-731;764;-1625
-486;-164;176
-262;-381;744
-37;-39;243
1084;143;-984
252;712;348
-669;23;-412
317;-35;-137
-166;317;61
63;-1074;1584
-372;-90;-946
-542;-280;679
1038;-147;-191
-55;1155;-770
820;393;629
8;-760;597
-1198;-1124;0
-163;757;-1167
968;-880;8
-1196;546;1158
844;59;-898
-62;1207;-667
-399;-499;284
1106;99;1082
-720;633;-1694
-595;-627;378
50;-490;219
570;296;-271
-333;-706;877
356;1035;-729
-96;155;319
861;-199;1096
-910;-1514;0
-323;1078;-1522
-201;-342;140
218;46;314
-93;-473;975
162;831;-1214
89;201;145
1025;-1170;631
-908;742;-1124
344;-788;1650
-1453;910;-1390
1328;-491;276
-510;936;-520
1137;475;1073
-1247;-876;287
-184;-349;-1291
1520;88;759
-2048;-824;730
1189;769;-607
-124;624;-504
-313;-58;532
371;-361;-788
-399;-14;381
-122;308;-578
232;776;-408
402;-486;534
-654;-659;433
283;571;-367
320;-467;700
-1188;-1008;-413
1563;471;860
191;31;1455
-427;119;-1139
-482;-853;-475
-276;-688;1502
1400;0;111
160;525;-765
-812;615;-206
-350;-768;804
169;790;-1299
-478;-448;-43
663;67;954
-574;214;-972
747;-434;1524
-478;875;-936
118;-491;435
-851;1094;500
1061;-1328;-1929
-236;305;592
-173;-331;735
-159;-142;-521
632;561;-741
-297;357;832
946;-1158;712
-888;782;-1384
-790;-492;331
1948;-601;810
-1772;710;-698
1444;1276;-457
-1215;-601;567
1307;-422;292
-171;898;-666
-707;-1063;638
978;-97;881
-823;-149;-219
411;756;-1014
-686;106;-48
1230;-708;1280
-525;1337;-1786
-867;-1040;551
1391;512;307
-1267;-1040;622
907;347;-824
-772;777;191
487;-592;720
-635;1031;-1276
-339;-1465;1099
132;425;-1001
152;86;188
1332;742;-339
-546;-202;26
-517;74;599
374;-372;889
-645;-233;-987
217;-136;-92
1115;-963;1108
-506;788;-589
-260;473;-839
-225;-675;602
75;1305;-754
-500;-454;466
571;-785;219
185;81;319
24;773;-451
-467;107;-487
-948;-1520;281
970;1808;-217
375;-960;678
701;-64;767
-1949;-569;-107
520;701;-754
758;742;-473
134;-373;623
-387;-703;709
-460;-60;-1451
491;218;669
-553;21;-624
520;-127;236
-461;457;-358
132;92;167
1251;461;1143
-1422;-589;-1638
957;298;1360
-1583;-300;-1114
1532;-1159;1605
-388;1645;-1479
-218;-338;584
456;-878;771
-50;771;-1482
-1294;-505;-112
1014;334;815
-756;-222;756
584;-36;99
-64;807;-1034
584;-839;752
175;-743;182
-1127;854;-1488
89;-130;667
