X;Y;Z
4;-51;64
-5;-15;-73
9;45;37
-6;-56;18
2;33;-27
9;33;-9
-31;8;45
22;-2;-32
-2;-56;10
1;9;27
6;33;-33
-10;-5;-31
12;2;66
-3;15;-127
10;-36;57
-14;-2;-4
-12;15;77
8;18;-79
-5;-33;11
-26;17;-4
26;6;2
4;0;-70
-7;18;146
13;-9;-76
-9;-107;-1
7;112;-1
6;-46;10
6;13;16
-22;-9;44
16;23;49
-47;-4;-105
27;-25;-79
-6;53;116
8;-54;-4
27;20;23
2;17;-9
-18;-16;-105
-7;22;77
-5;-45;-63
-39;-35;-8
26;26;188
8;78;-102
23;-64;-85
-23;-66;32
-12;27;-1
13;34;79
12;-47;-65
-7;-12;-18
-14;17;-9
27;-12;41
-19;19;31
12;10;-79
-12;-5;-41
15;-8;34
9;16;67
-14;-40;-129
14;35;41
-36;36;20
-3;8;26
16;-69;-23
4;54;-3
-2;-36;-23
2;22;-4
15;-14;-6
-6;-3;41
-21;20;32
20;19;-82
-33;-20;6
48;-2;40
-48;13;-48
9;-22;46
5;37;20
26;-8;-12
-27;-13;-43
-2;-34;24
-23;23;42
23;5;-8
-2;0;-56
44;-25;-9
-10;-16;30
-34;27;-25
-20;9;34
40;-22;74
-23;65;-132
16;-5;34
11;-17;-7
-24;18;-11
1;-12;41
-21;19;7
24;-44;-13
12;25;-10
-11;-68;32
13;25;-40
3;31;35
-29;16;-36
5;-9;-11
10;-25;3
-9;3;-25
-13;34;51
19;-14;24
-1;6;-18
-23;29;3
23;-75;21
-19;70;-3
25;-46;44
-15;19;-37
-16;63;-35
30;-87;9
-10;-13;23
-14;28;-88
3;-18;82
-2;9;6
5;-20;-65
-24;20;42
40;-50;-1
14;25;-10
18;-3;-12
-63;29;5
29;6;-11
-7;-1;9
-4;-21;-11
-9;7;21
4;19;54
21;-27;-19
-12;16;-46
-2;-15;-5
-15;24;27
20;-13;10
-18;-9;-30
0;-4;27
11;-1;-15
14;21;23
-7;-57;-57
-24;33;70
23;-6;-32
-5;38;-31
-20;-42;64
-3;31;-76
1;-34;11
9;29;-17
-14;-25;18
6;5;40
